object_id,mjd,passband,flux,flux_err,detected_bool
30,56450.72848,1,1103.57029,10.164258,1
30,56450.833158,1,945.366046,9.577857,1
30,56451.61314,1,1037.528416,10.511589,1
30,56451.695671,1,946.237161,9.586683,1
30,56451.794421,1,1000.921458,10.14071,1
30,56452.550854,1,927.256743,10.24842,1
30,56452.645068,1,959.400632,10.603688,1
30,56452.733799,1,2352.881202,26.005004,1
30,56452.821094,1,1453.449678,13.386766,1
30,56452.890347,1,1096.478196,11.108831,1
30,56453.618291,1,2132.062836,23.564429,1
30,56453.703712,1,1375.308097,15.200467,1
30,56453.773969,1,1068.562675,12.794374,1
30,56453.846266,1,957.634977,16.758274,1
30,56453.915167,1,952.357486,10.525844,1
30,56509.48378,1,2195.836501,20.224402,1
30,56509.549378,1,1403.459873,12.926343,1
30,56509.62111,1,1063.653075,10.776268,1
30,56509.685697,1,937.562007,9.498792,1
30,56510.48246,1,1076.465214,10.906072,1
30,56510.546708,1,972.747224,8.959333,1
30,56510.612621,1,928.111171,10.257864,1
30,56510.67809,1,867.760745,8.791609,1
30,57114.729777,1,962.055219,14.17737,1
30,57114.736098,1,957.634977,22.05036,1
30,57114.742398,1,969.170084,20.530689,1
30,57114.750754,1,993.573501,14.64184,1
30,57114.763711,1,958.517398,13.242407,1
30,57114.776795,1,970.957007,17.885689,1
30,57114.789891,1,931.536765,18.017518,1
30,57114.803148,1,897.842171,13.231091,1
30,57114.816045,1,912.010839,13.439888,1
30,57114.828959,1,1008.323758,10.215706,1
30,57114.841921,1,1215.626055,14.555229,1
30,57115.857449,1,1307.37447,12.041364,1
30,57115.870277,1,1248.532926,16.099179,1
30,57115.883628,1,1179.234021,17.377835,1
30,57115.911362,1,1098.499845,11.129313,1
30,57116.729255,1,1268.235776,25.697943,1
30,57116.7375,1,1237.086307,25.066769,1
30,57116.748028,1,1111.731727,23.550684,1
30,57116.760915,1,1131.357864,22.92442,1
30,57116.773954,1,1150.270548,19.06989,1
30,57116.786836,1,1039.441375,16.275135,1
30,57116.800028,1,1039.441375,18.189857,1
30,57116.812996,1,993.573501,19.217415,1
30,57116.825901,1,962.055219,17.721712,1
30,57116.838838,1,970.063134,18.762684,1
30,57116.852607,1,950.604794,18.386327,1
30,57116.865499,1,925.550245,13.639412,1
30,57116.878358,1,951.480736,13.145192,1
30,57116.891568,1,956.753369,15.861644,1
30,57116.904935,1,992.658807,12.799816,1
30,56423.808243,2,2918.770848,26.882873,1
30,56423.889506,2,2342.070695,23.728395,1
30,56424.802805,2,2185.747549,22.144627,1
30,56424.882114,2,2122.266897,19.5468,1
30,56450.604621,2,3473.76152,38.393431,1
30,56450.723952,2,2438.93373,31.448774,1
30,56450.828612,2,2128.139046,21.560973,1
30,56451.608673,2,2337.760412,21.531569,1
30,56451.691181,2,2155.757968,21.840791,1
30,56451.789671,2,2126.17986,21.541124,1
30,56452.546363,2,2126.17986,23.499408,1
30,56452.640586,2,2087.372704,23.070496,1
30,56452.729055,2,3851.234824,39.018302,1
30,56452.816591,2,2967.563358,30.065495,1
30,56452.885856,2,2418.800223,22.277973,1
30,56453.613797,2,3861.890894,35.56933,1
30,56453.699232,2,2810.6062,28.475304,1
30,56453.769481,2,2376.840287,24.080659,1
30,56453.841817,2,2095.077052,38.592746,1
30,56453.910651,2,2139.932132,37.448056,1
30,56509.479244,2,3711.9319,37.606972,1
30,56509.544886,2,2784.838408,28.214241,1
30,56509.616643,2,2331.309857,25.766589,1
30,56509.681204,2,2181.724959,20.094429,1
30,56510.477978,2,2383.416821,21.95208,1
30,56510.542224,2,2149.80961,21.780526,1
30,56510.608144,2,2051.162179,22.670282,1
30,56510.673598,2,1937.313925,17.843321,1
30,57114.734979,2,2228.435149,30.786969,1
30,57114.74127,2,2163.714722,29.892824,1
30,57114.749603,2,2083.531161,30.70405,1
30,57114.762577,2,2169.701554,23.980428,1
30,57114.775669,2,2120.313117,33.198969,1
30,57114.78876,2,2093.148303,26.990052,1
30,57114.802028,2,2058.732877,26.546283,1
30,57114.814934,2,2036.104201,24.379177,1
30,57114.827829,2,2177.709772,26.074683,1
30,57114.840783,2,2500.345362,32.240645,1
30,57115.724326,2,3047.89499,30.879365,1
30,57115.730659,2,3194.478724,35.306684,1
30,57115.741157,2,3661.002285,40.462893,1
30,57115.791258,2,3617.428868,39.981301,1
30,57115.804364,2,3614.098626,33.287078,1
30,57115.830485,2,3073.264929,36.797561,1
30,57115.843459,2,2975.774377,27.407895,1
30,57115.856353,2,2713.938488,32.495186,1
30,57115.869162,2,2696.497364,29.80279,1
30,57115.882529,2,2523.480772,25.566329,1
30,57115.91027,2,2491.150697,22.944346,1
30,57116.721823,2,2637.545741,38.86831,1
30,57116.728117,2,2696.497364,37.253488,1
30,57116.736384,2,2551.526011,35.250635,1
30,57116.746925,2,2450.191337,33.850644,1
30,57116.75981,2,2558.585887,30.635081,1
30,57116.772832,2,2456.970828,31.681353,1
30,57116.785705,2,2381.222623,30.704619,1
30,57116.7989,2,2280.342072,31.50409,1
30,57116.811867,2,2324.877102,25.695491,1
30,57116.824773,2,2251.127016,31.100469,1
30,57116.837723,2,2218.19642,32.68855,1
30,57116.851477,2,2177.709772,32.091917,1
30,57116.864376,2,2155.757968,25.811844,1
30,57116.877235,2,2181.724959,28.132201,1
30,57116.890445,2,2191.795344,26.243335,1
30,57116.903842,2,2208.004733,28.471065,1
30,56423.809737,3,3701.68961,34.093821,1
30,56423.89101,3,3113.149665,31.540485,1
30,56424.714253,3,3445.085463,34.903451,1
30,56424.804287,3,2959.374995,29.982536,1
30,56424.883617,3,2779.713268,28.162316,1
30,56450.606126,3,4353.113592,44.103024,1
30,56450.725442,3,3274.914756,33.179388,1
30,56450.830156,3,3006.076303,27.686986,1
30,56451.610159,3,3165.191567,29.152492,1
30,56451.692679,3,2921.460374,29.598409,1
30,56451.791266,3,2831.391996,26.078084,1
30,56452.556277,3,2900.013369,29.381121,1
30,56452.642087,3,2800.270595,30.949734,1
30,56452.730609,3,4647.292417,42.803145,1
30,56452.818083,3,3763.570017,38.130137,1
30,56452.887341,3,3247.880188,29.914082,1
30,56453.615296,3,4533.149061,41.751846,1
30,56453.700724,3,3644.181508,36.920567,1
30,56453.843299,3,2975.774377,52.075,1
30,56465.526094,3,2769.491267,30.609549,1
30,56465.52678,3,2792.543841,30.864335,1
30,56465.528796,3,2847.08216,28.844855,1
30,56465.53012,3,2761.849442,25.437573,1
30,56465.590721,3,2701.469073,27.369595,1
30,56465.61119,3,2642.408757,26.771232,1
30,56465.630406,3,2613.364576,26.476975,1
30,56465.649712,3,2546.830253,23.457173,1
30,56465.669084,3,2591.791135,26.258406,1
30,56467.588713,3,3363.566357,30.979591,1
30,56467.620071,3,3130.40119,28.83206,1
30,56467.63624,3,3076.096815,28.331899,1
30,56467.68558,3,2860.223694,28.977997,1
30,56509.480745,3,4389.347855,40.427388,1
30,56509.546388,3,3587.56683,36.346983,1
30,56509.618136,3,3081.768417,31.22255,1
30,56509.682685,3,2956.650565,27.231758,1
30,56510.479462,3,3076.096815,28.331899,1
30,56510.543725,3,2918.770848,26.882873,1
30,56510.609651,3,2797.692638,28.344472,1
30,56510.675116,3,2594.179362,28.67193,1
30,57114.735358,3,2943.06599,37.949295,1
30,57114.741646,3,2897.343588,37.359729,1
30,57114.749987,3,2992.264637,41.339664,1
30,57114.762965,3,2881.376435,42.461532,1
30,57114.776049,3,2964.83139,35.499238,1
30,57114.789146,3,2836.612419,36.576632,1
30,57114.802393,3,2734.009379,35.25362,1
30,57114.815312,3,2878.723811,37.119637,1
30,57114.828216,3,2905.360314,37.4631,1
30,57114.841175,3,3314.36245,36.631688,1
30,57114.859822,3,3808.903765,38.58943,1
30,57114.904859,3,4583.529174,46.43745,1
30,57115.724705,3,3729.0654,48.084346,1
30,57115.731025,3,4043.896205,44.694793,1
30,57115.741519,3,4499.870339,58.023472,1
30,57115.764894,3,4651.574703,55.695362,1
30,57115.778675,3,4664.445252,51.553354,1
30,57115.804734,3,4164.856093,57.539613,1
30,57115.817668,3,4149.540426,42.040548,1
30,57115.830863,3,3922.834625,43.356771,1
30,57115.843837,3,3833.540008,42.36985,1
30,57115.856731,3,3722.20253,34.282752,1
30,57115.869534,3,3627.438015,33.409939,1
30,57115.882893,3,3422.945623,47.289741,1
30,57116.722201,3,3538.343568,52.142958,1
30,57116.728503,3,3470.56354,44.7511,1
30,57116.736767,3,3496.23004,45.082056,1
30,57116.747296,3,3014.393884,41.645391,1
30,57116.760192,3,3448.259966,41.287542,1
30,57116.773205,3,3372.873087,40.384902,1
30,57116.786081,3,3203.317601,32.45401,1
30,57116.79928,3,3229.981241,53.548608,1
30,57116.812253,3,3200.368595,35.371781,1
30,57116.825154,3,3121.763511,46.004007,1
30,57116.838104,3,3033.891184,44.709073,1
30,57116.851856,3,3008.846277,38.797498,1
30,57116.864752,3,3011.618803,27.738034,1
30,57116.877619,3,3006.076303,30.455685,1
30,57116.890819,3,3061.963434,39.482416,1
30,57116.904215,3,2995.021884,41.377756,1
30,56423.662623,4,3404.081897,47.029129,1
30,56423.811255,4,4668.743344,43.000715,1
30,56423.892507,4,3937.313537,36.263998,1
30,56424.715738,4,4309.233228,47.627406,1
30,56424.805777,4,3708.514659,37.572351,1
30,56424.885095,4,3634.126161,33.471539,1
30,56450.831659,4,3594.181463,39.724362,1
30,56451.611649,4,3937.313537,36.263998,1
30,56451.694171,4,3664.375746,37.125163,1
30,56451.792823,4,3577.667699,36.246691,1
30,56452.54934,4,3624.098559,36.717099,1
30,56452.643583,4,3531.831698,35.782309,1
30,56452.819574,4,4625.940048,42.606482,1
30,56452.888823,4,4096.377764,41.501937,1
30,56453.616795,4,5582.130689,51.413324,1
30,56453.70222,4,4504.016782,45.63188,1
30,56453.772486,4,4070.052394,37.486568,1
30,56465.552692,4,3528.580258,32.499425,1
30,56465.572405,4,3400.948065,31.323889,1
30,56465.592202,4,3422.945623,34.679144,1
30,56465.631899,4,3232.957534,29.776639,1
30,56465.670592,4,3268.887692,33.118325,1
30,56465.690543,4,3677.900704,37.262189,1
30,56467.532598,4,4821.697939,48.850427,1
30,56467.6058,4,4138.090648,41.924546,1
30,56467.62157,4,3984.740097,36.700813,1
30,56467.637735,4,3876.144867,35.700614,1
30,56467.653617,4,3654.264678,43.754128,1
30,56467.67049,4,3587.56683,39.651254,1
30,56509.482274,4,5701.642723,52.51407,1
30,56509.547877,4,4524.806379,45.842508,1
30,56509.684185,4,3715.352291,37.641625,1
30,56510.480969,4,3922.834625,39.743706,1
30,56510.545217,4,3722.20253,34.282752,1
30,56510.611143,4,3630.780548,33.440725,1
30,57114.729393,4,3894.036339,50.21156,1
30,57114.735728,4,3794.897062,45.437982,1
30,57114.742025,4,3915.615148,54.096222,1
30,57114.750371,4,3908.408958,53.996665,1
30,57114.763347,4,3644.181508,50.346228,1
30,57114.776423,4,3708.514659,40.988019,1
30,57114.789527,4,3664.375746,37.125163,1
30,57114.802768,4,3541.604004,52.191005,1
30,57114.815673,4,3580.964371,39.578281,1
30,57114.82859,4,3801.893963,35.016737,1
30,57114.841539,4,4153.364055,42.079286,1
30,57114.861295,4,4746.789795,43.71955,1
30,57115.725081,4,4773.094139,52.754186,1
30,57115.731399,4,5072.242399,56.060495,1
30,57115.741885,4,5587.27439,77.191048,1
30,57115.765273,4,5877.599637,75.788571,1
30,57115.779049,4,5921.067336,59.98855,1
30,57115.792012,4,5445.026528,55.165602,1
30,57115.805086,4,5161.786055,57.050168,1
30,57115.818042,4,5180.837851,57.260736,1
30,57115.831242,4,5030.370811,50.96457,1
30,57115.883263,4,4409.608165,52.79819,1
30,57116.722563,4,3999.447498,47.887155,1
30,57116.728887,4,4369.180634,56.338297,1
30,57116.737133,4,4373.206652,56.39021,1
30,57116.747667,4,4333.112852,55.873222,1
30,57116.760545,4,3984.740097,51.381138,1
30,57116.77357,4,4250.108332,54.802922,1
30,57116.786465,4,4161.021885,42.156871,1
30,57116.799653,4,4062.561982,44.901094,1
30,57116.81263,4,3992.087024,36.76848,1
30,57116.825524,4,3962.780343,47.448123,1
30,57116.838467,4,3912.010394,39.634042,1
30,57116.852236,4,3840.608157,49.522632,1
30,57116.865135,4,3830.010812,56.441125,1
30,57116.877984,4,3767.03799,52.043553,1
30,57116.891196,4,3977.406691,36.633269,1
30,57116.904577,4,3861.890894,46.240129,1
